player_id,player_name,first_name,team,position,price,avg_rating,avg_points,status,games_played,started_matches,last_5_ratings,total_goals,clean_sheets,goals_conceded,yellow_cards,red_cards
mpg_championship_player_168539,Ajorque,Ludovic,mpg_championship_club_862,FW,22,5.306451612903226,5.37,Disponible,33,31,"[6.5, 4.5, 6, 3, 4]",8,0,0,9,1
mpg_championship_player_168568,Tolisso,Corentin,mpg_championship_club_143,MF,28,5.913793103448276,5.74,Disponible,33,25,"[7, None, 7.5, 8, 5.5]",11,0,0,5,0
mpg_championship_player_170135,Hateboer,Hans,mpg_championship_club_143,DF,7,4.666666666666667,4.56,Disponible,36,8,"[None, 5, None, None, None]",0,0,0,0,1
mpg_championship_player_170137,Saint-Maximin,Allan,mpg_championship_club_142,MF,9,5.5,5.91,Disponible,13,2,"[5, 6, 7, 6, None]",3,0,0,0,0
mpg_championship_player_172850,Chilwell,Ben,mpg_championship_club_153,DF,10,4.85,5.27,Disponible,30,19,"[None, None, None, None, None]",0,0,0,4,0
mpg_championship_player_174317,Machado,Deiver,mpg_championship_club_430,DF,8,4.815789473684211,4.98,Disponible,33,16,"[6.5, 6, 4.5, 5, None]",0,0,0,3,0
mpg_championship_player_174528,Traoré,Hamari,mpg_championship_club_2338,DF,6,4.852941176470588,5.13,Disponible,30,14,"[5, 5, 5, 6, 4.5]",0,0,0,4,0
mpg_championship_player_174888,Hernández,Lucas,mpg_championship_club_149,DF,10,5.26,5.8,Disponible,33,20,"[5, 4, 5, 5, 6.5]",0,0,0,4,0
mpg_championship_player_174969,van den Boomen,Branco,mpg_championship_club_2128,MF,12,4.964285714285714,4.98,Disponible,15,13,"[5.5, 5.5, 4, 3.5, 5.5]",0,0,0,3,0
mpg_championship_player_175794,Kvilitaia,Giorgi,mpg_championship_club_145,FW,4,4.888888888888889,4.64,Disponible,13,4,"[None, 6.5, 6, 4, 5]",2,0,0,1,0
mpg_championship_player_176357,Diaw,Mory,mpg_championship_club_141,GK,15,5.327586206896552,5.29,Disponible,33,29,"[6, 6, 4, 7, 5.5]",0,6,41,1,0
mpg_championship_player_176501,Gradit,Jonathan,mpg_championship_club_142,DF,1,5.55,5.65,Disponible,33,10,"[None, None, None, None, None]",0,0,0,2,1
mpg_championship_player_177020,Igor Silva,,mpg_championship_club_694,DF,4,5.0588235294117645,4.76,Disponible,33,13,"[None, 5, 4, None, 5]",1,0,0,1,0
mpg_championship_player_179519,Mangala,Orel,mpg_championship_club_143,MF,6,5.1875,5.04,Disponible,33,4,"[6, 6.5, 5, None, None]",0,0,0,0,0
mpg_championship_player_180182,Verdonk,Calvin,mpg_championship_club_429,DF,8,4.882352941176471,4.94,Disponible,30,7,"[5, None, None, 5, 5]",0,0,0,3,1
mpg_championship_player_181007,Embolo,Breel,mpg_championship_club_150,FW,16,4.983333333333333,5.06,Disponible,33,20,"[5, 6, 4.5, 4, 5]",8,0,0,3,0
mpg_championship_player_181441,Simon,Moses,mpg_championship_club_2338,MF,16,5.339285714285714,4.91,Disponible,33,24,"[7, None, 5, 6.5, None]",3,0,0,0,0
mpg_championship_player_184855,Yaremchuk,Roman,mpg_championship_club_143,FW,10,5.1,5.15,Disponible,13,5,"[6, None, 7.5, 7, 4]",4,0,0,1,0
mpg_championship_player_189781,Clinton Mata,,mpg_championship_club_143,DF,15,5.096774193548387,5.57,Disponible,33,31,"[5.5, 5.5, 5, 5.5, 4]",0,0,0,5,0
mpg_championship_player_193411,Belkebla,Haris,mpg_championship_club_2128,MF,14,5.09375,4.93,Disponible,33,32,"[5, 5.5, 4.5, 3.5, 5.5]",0,0,0,7,0
mpg_championship_player_193539,Rongier,Valentin,mpg_championship_club_150,MF,19,5.616666666666666,5.92,Disponible,33,30,"[7, None, 6, 4, 4.5]",2,0,0,6,0
mpg_championship_player_194188,Kamara,Bingourou,mpg_championship_club_694,GK,7,4.333333333333333,3.87,Disponible,33,3,"[None, None, None, None, None]",0,1,8,0,0
mpg_championship_player_196111,Mpasi,Lionel,mpg_championship_club_141,GK,7,6.125,6.12,Disponible,33,3,"[None, None, None, None, None]",0,1,2,2,0
mpg_championship_player_198242,Haug,Kjetil,mpg_championship_club_427,GK,7,5.0,4.78,Disponible,33,0,"[None, None, None, None, None]",0,0,1,0,0
mpg_championship_player_199170,Niakhaté,Moussa,mpg_championship_club_143,DF,19,5.516129032258065,6.02,Disponible,33,29,"[6.5, 6, 5, 5.5, 5]",0,0,0,3,0
mpg_championship_player_199666,Makengo,Jean-Victor,mpg_championship_club_694,MF,18,5.583333333333333,5.0,Disponible,33,22,"[5.5, 5, 5.5, 5, 8]",4,0,0,2,0
mpg_championship_player_199670,Édouard,Odsonne,mpg_championship_club_142,FW,24,5.172413793103448,5.24,Disponible,30,26,"[4, 4.5, 5, 4.5, 4.5]",12,0,0,2,0
mpg_championship_player_199672,Ikoné,Jonathan,mpg_championship_club_2338,MF,13,5.0227272727272725,4.93,Disponible,30,12,"[8, None, 5, 7, 5]",3,0,0,2,0
mpg_championship_player_200958,Dioussé,Assane,mpg_championship_club_138,MF,4,4.933333333333334,4.57,Disponible,33,1,"[None, None, None, 5, None]",0,0,0,3,0
mpg_championship_player_201057,Kehrer,Thilo,mpg_championship_club_146,DF,12,5.0,5.41,Disponible,33,27,"[4, 4.5, 4.5, 5.5, 4.5]",0,0,0,6,2
mpg_championship_player_201379,Ruiz,Fabián,mpg_championship_club_149,MF,7,5.552631578947368,5.74,Disponible,33,12,"[5.5, 5.5, 5.5, 5.5, 5]",1,0,0,2,0
mpg_championship_player_201401,McKenzie,Mark,mpg_championship_club_427,DF,11,4.896551724137931,5.05,Disponible,33,27,"[3.5, None, 5, 5.5, 5.5]",0,0,0,7,1
mpg_championship_player_202675,Pavard,Benjamin,mpg_championship_club_144,DF,9,5.115384615384615,5.44,Disponible,30,22,"[6, 3.5, 6, None, 5]",1,0,0,5,0
mpg_championship_player_203349,Tousart,Lucas,mpg_championship_club_862,MF,9,4.913043478260869,4.54,Disponible,30,8,"[5, None, 5.5, 4.5, 4]",1,0,0,0,0
mpg_championship_player_203368,Guilbert,Frédéric,mpg_championship_club_430,DF,7,5.4375,5.43,Disponible,14,7,"[5, 5, 6, 7, 5]",0,0,0,1,0
mpg_championship_player_204188,Sotoca,Florian,mpg_championship_club_142,FW,7,4.58,4.39,Disponible,33,3,"[4.5, 4.5, 5, None, 5]",0,0,0,2,0
mpg_championship_player_204727,Sarr,Malang,mpg_championship_club_142,DF,15,5.53125,5.93,Disponible,33,32,"[3.5, 6, 4, 6.5, 5]",0,0,0,3,0
mpg_championship_player_208973,Sierralta,Francisco,mpg_championship_club_138,DF,1,5.0,5.37,Disponible,33,9,"[None, None, None, None, None]",1,0,0,2,0
mpg_championship_player_209049,Namaso,Danny,mpg_championship_club_138,FW,13,5.120689655172414,5.14,Disponible,32,28,"[4.5, 5, 4, 4, 6]",3,0,0,8,0
mpg_championship_player_209171,Arcus,Carlens,mpg_championship_club_2128,DF,9,5.02,5.38,Disponible,33,24,"[None, None, None, 4.5, None]",0,0,0,7,0
mpg_championship_player_209874,Marchetti,Vincent,mpg_championship_club_2338,MF,5,4.931818181818182,4.75,Disponible,33,9,"[None, 5, None, 5.5, 5]",2,0,0,1,0
mpg_championship_player_210494,Aguerd,Nayef,mpg_championship_club_144,DF,7,5.5,6.18,Disponible,30,16,"[None, None, None, None, None]",1,0,0,4,0
mpg_championship_player_212325,Lees-Melou,Pierre,mpg_championship_club_2338,MF,14,5.304347826086956,5.21,Disponible,33,21,"[5.5, None, 5, None, 5.5]",1,0,0,5,1
mpg_championship_player_212701,Zakaria,Denis,mpg_championship_club_146,MF,16,5.3478260869565215,5.41,Disponible,33,22,"[3, 4.5, 5.5, 6, 4]",2,0,0,4,1
mpg_championship_player_212873,Greif,Dominik,mpg_championship_club_143,GK,18,5.714285714285714,5.64,Disponible,32,28,"[7.5, 8, 4, 5.5, 5.5]",0,11,33,1,0
mpg_championship_player_213199,Descamps,Rémy,mpg_championship_club_143,GK,7,5.8,5.74,Disponible,33,5,"[None, None, None, None, None]",0,4,3,0,0
mpg_championship_player_213940,Blas,Ludovic,mpg_championship_club_150,MF,18,5.419354838709677,5.22,Disponible,33,14,"[6, 7.5, 5.5, 4.5, 5]",5,0,0,0,0
mpg_championship_player_213965,Maxime Lopez,Maxime,mpg_championship_club_2338,MF,10,5.18,5.46,Disponible,33,22,"[5.5, None, 5, 5, 5]",0,0,0,10,0
mpg_championship_player_214245,Centonze,Fabien,mpg_championship_club_430,DF,10,5.133333333333334,5.24,Disponible,33,9,"[5, None, None, None, None]",3,0,0,4,0
mpg_championship_player_214254,Diallo,Habib,mpg_championship_club_145,FW,8,4.58,4.59,Disponible,30,21,"[4, 4.5, None, 4.5, 4.5]",4,0,0,0,0
mpg_championship_player_215473,Weah,Timothy,mpg_championship_club_144,MF,12,5.160714285714286,5.25,Disponible,33,25,"[4.5, 5, 6, None, None]",2,0,0,5,0
mpg_championship_player_216272,de Lange,Jeffrey,mpg_championship_club_144,GK,7,4.5,4.76,Disponible,33,5,"[None, None, None, 3.5, None]",0,1,11,0,0
mpg_championship_player_217487,Samatta,Mbwana,mpg_championship_club_141,FW,9,4.653846153846154,4.66,Disponible,33,16,"[6.5, 5, 7, 5, 4.5]",2,0,0,4,0
mpg_championship_player_217596,Amian,Kelvin,mpg_championship_club_430,DF,6,4.521739130434782,5.06,Disponible,33,22,"[None, None, None, None, None]",0,0,0,3,0
mpg_championship_player_217597,Cafaro,Mathieu,mpg_championship_club_2338,MF,3,4.8,4.41,Disponible,33,1,"[None, 5, None, None, None]",0,0,0,0,0
mpg_championship_player_218218,Faes,Wout,mpg_championship_club_146,DF,11,4.846153846153846,5.52,Disponible,16,12,"[3, 4.5, 4.5, None, 5]",0,0,0,3,0
mpg_championship_player_218244,Haidara,Amadou,mpg_championship_club_142,MF,8,5.25,4.89,Disponible,16,1,"[None, None, None, None, 5]",1,0,0,0,0
mpg_championship_player_219268,Seko,Ayumu,mpg_championship_club_141,DF,10,5.0,5.02,Disponible,33,29,"[5.5, 5.5, 4, 4.5, 5]",0,0,0,6,0
mpg_championship_player_219438,Dembélé,Ousmane,mpg_championship_club_149,FW,36,5.761904761904762,6.39,Disponible,33,10,"[7, 4.5, None, None, 4.5]",10,0,0,0,0
mpg_championship_player_219873,Del Castillo,Romain,mpg_championship_club_862,FW,15,5.564516129032258,5.2,Disponible,33,31,"[5.5, 6, 5, 3.5, 5]",8,0,0,2,1
mpg_championship_player_220560,Perrin,Gaëtan,mpg_championship_club_429,MF,13,4.954545454545454,4.88,Disponible,13,3,"[4.5, 4.5, 4.5, 5, 5]",1,0,0,2,0
mpg_championship_player_220688,Greenwood,Mason,mpg_championship_club_144,FW,39,5.919354838709677,5.92,Disponible,33,28,"[7.5, 4, 5, 4, 7]",16,0,0,4,0
mpg_championship_player_221095,Clauss,Jonathan,mpg_championship_club_1395,DF,11,4.931034482758621,5.42,Disponible,33,27,"[4.5, 5.5, 6, None, 3.5]",1,0,0,0,0
mpg_championship_player_221987,Udol,Matthieu,mpg_championship_club_142,DF,21,5.393939393939394,5.8,Disponible,33,33,"[3.5, 5, 4.5, 5, 5.5]",1,0,0,2,0
mpg_championship_player_222695,Teze,Jordan,mpg_championship_club_146,DF,15,5.140625,5.35,Disponible,33,27,"[4, 4.5, 6.5, 4.5, 4.5]",1,0,0,8,0
mpg_championship_player_222874,Awaziem,Chidozie,mpg_championship_club_430,DF,10,5.019230769230769,5.45,Disponible,33,25,"[None, None, None, 7, 5]",1,0,0,7,0
mpg_championship_player_223760,Hakimi,Achraf,mpg_championship_club_149,DF,13,5.166666666666667,5.86,Disponible,33,15,"[None, 3.5, 5.5, None, None]",2,0,0,3,1
mpg_championship_player_224868,Medina,Facundo,mpg_championship_club_144,DF,9,4.90625,5.28,Disponible,33,15,"[5.5, None, 5.5, 4.5, 5]",0,0,0,7,0
mpg_championship_player_225897,Ballo-Touré,Fodé,mpg_championship_club_145,DF,6,4.384615384615385,4.77,Disponible,30,11,"[5, None, None, None, None]",0,0,0,2,0
mpg_championship_player_225997,Alakouch,Sofiane,mpg_championship_club_2338,DF,1,,,Disponible,33,0,"[None, None, None, None, None]",0,0,0,0,0
mpg_championship_player_226451,Sissoko,Ibrahima,mpg_championship_club_430,MF,7,4.6923076923076925,4.72,Disponible,16,9,"[4.5, 4.5, 5.5, 6.5, 4.5]",0,0,0,4,0
mpg_championship_player_228289,Lefort,Jordan,mpg_championship_club_2128,DF,11,4.984848484848484,5.26,Disponible,33,33,"[4.5, 5.5, 4, 4.5, 6]",0,0,0,2,0
mpg_championship_player_228345,Koffi,Hervé,mpg_championship_club_2128,GK,17,5.879310344827586,5.85,Disponible,33,29,"[5.5, 7, 5.5, 5.5, 6]",0,10,36,1,0
mpg_championship_player_228539,Majecki,Radoslaw,mpg_championship_club_862,GK,7,4.65,4.45,Disponible,33,10,"[None, None, None, None, None]",0,3,15,0,1
mpg_championship_player_228955,Nicolaisen,Rasmus,mpg_championship_club_427,DF,12,5.03125,5.24,Disponible,33,30,"[3, 4.5, 4, 6, 6]",1,0,0,4,0
mpg_championship_player_229225,Gory,Alimami,mpg_championship_club_2338,FW,12,4.913043478260869,4.58,Disponible,33,9,"[4.5, 7, 4, None, 5]",3,0,0,2,0
mpg_championship_player_229670,Mensah,Gideon,mpg_championship_club_138,DF,11,4.879310344827586,5.18,Disponible,33,25,"[5, 5, 3, 5, 5.5]",0,0,0,8,0
mpg_championship_player_230971,Caio Henrique,,mpg_championship_club_146,DF,5,4.75,5.09,Disponible,33,17,"[None, None, None, 6, None]",0,0,0,2,0
mpg_championship_player_231372,Ndombélé,Tanguy,mpg_championship_club_1395,MF,3,5.1875,4.63,Disponible,33,3,"[None, 5.5, None, None, None]",0,0,0,0,0
mpg_championship_player_231875,Diouf,Yehvann,mpg_championship_club_1395,GK,15,5.34,5.26,Disponible,33,25,"[6, 6, 6, 6, 4.5]",0,4,45,1,0
mpg_championship_player_232182,Hein,Gauthier,mpg_championship_club_145,MF,16,5.428571428571429,5.52,Disponible,33,25,"[5, 4, 8, 7, 3.5]",8,0,0,1,1
mpg_championship_player_232223,Balogun,Folarin,mpg_championship_club_146,FW,25,5.448275862068965,5.42,Disponible,33,25,"[6, 6, 5, 6, 4]",13,0,0,4,1
mpg_championship_player_234516,Szymanski,Sebastian,mpg_championship_club_150,MF,12,5.6,5.13,Disponible,15,9,"[5, 8, 5.5, 5, 6]",1,0,0,2,0
mpg_championship_player_235050,Nordin,Arnaud,mpg_championship_club_150,FW,9,5.277777777777778,5.22,Disponible,13,7,"[None, 4.5, None, None, 4.5]",1,0,0,1,0
mpg_championship_player_241059,De Smet,Thibault,mpg_championship_club_2338,DF,4,4.852941176470588,4.9,Disponible,33,13,"[None, 5, None, None, None]",0,0,0,3,2
mpg_championship_player_242167,Hamel,Pierre-Yves,mpg_championship_club_2338,FW,1,4.25,4.05,Disponible,33,1,"[None, None, None, None, None]",0,0,0,0,0
mpg_championship_player_242194,Safonov,Matvey,mpg_championship_club_149,GK,14,5.607142857142857,5.41,Disponible,33,14,"[8, 5, 6, None, None]",0,8,12,0,0
mpg_championship_player_242878,Bajic,Stefan,mpg_championship_club_153,GK,3,,,Disponible,32,0,"[None, None, None, None, None]",0,0,0,0,0
mpg_championship_player_242893,Gboho,Yann,mpg_championship_club_427,MF,20,5.612903225806452,5.47,Disponible,33,30,"[4, 3.5, None, 5.5, 7]",8,0,0,1,1
mpg_championship_player_242894,Geubbels,Willem,mpg_championship_club_2338,FW,6,4.695652173913044,4.56,Disponible,32,11,"[4.5, 4, None, 7, 5.5]",5,0,0,0,0
mpg_championship_player_243741,Magnetti,Hugo,mpg_championship_club_862,MF,15,5.3125,5.09,Disponible,33,31,"[5, 5, 4.5, 4, 4.5]",1,0,0,5,0
mpg_championship_player_244560,Perraud,Romain,mpg_championship_club_429,DF,14,5.413793103448276,5.69,Disponible,33,26,"[8, 4.5, 6.5, 6, 6]",3,0,0,4,1
mpg_championship_player_245485,Abdi,Ali,mpg_championship_club_1395,DF,13,4.9523809523809526,4.94,Disponible,33,12,"[6.5, None, 5, 6.5, 5]",3,0,0,2,1
mpg_championship_player_247389,Owusu,Elisha,mpg_championship_club_138,MF,10,5.107142857142857,5.02,Disponible,33,26,"[5, 6, 4.5, 6, 5]",0,0,0,7,0
mpg_championship_player_247400,Gouiri,Amine,mpg_championship_club_144,FW,18,5.333333333333333,5.42,Disponible,33,14,"[6.5, 4.5, None, 5, 4]",7,0,0,0,0
mpg_championship_player_247417,Dønnum,Aron,mpg_championship_club_427,MF,14,5.25,5.6,Disponible,33,28,"[5, 5, 5, 4.5, 4]",4,0,0,8,1
mpg_championship_player_249956,Diatta,Krépin,mpg_championship_club_146,MF,8,5.083333333333333,5.2,Disponible,33,10,"[5, 4.5, None, None, None]",0,0,0,2,0
mpg_championship_player_250182,Tosin,Aiyegun,mpg_championship_club_694,FW,9,4.788461538461538,4.59,Disponible,33,11,"[5, 4.5, 4.5, 6.5, 5]",5,0,0,1,0
mpg_championship_player_26894,Dante,,mpg_championship_club_1395,DF,7,4.863636363636363,5.15,Disponible,33,8,"[None, None, None, None, None]",0,0,0,1,0
mpg_championship_player_37838,Riou,Rémy,mpg_championship_club_2338,GK,3,,,Disponible,33,0,"[None, None, None, None, None]",0,0,0,0,0
mpg_championship_player_420566,Ndayishimiye,Youssouf,mpg_championship_club_1395,DF,4,4.5,3.67,Disponible,33,1,"[None, None, None, None, None]",0,0,0,0,1
mpg_championship_player_422215,Bodart,Arnaud,mpg_championship_club_429,GK,7,4.333333333333333,4.35,Disponible,33,2,"[None, None, None, None, None]",0,0,3,0,0
mpg_championship_player_422480,Talbi,Montassar,mpg_championship_club_694,DF,14,5.142857142857143,5.47,Disponible,33,28,"[None, None, None, 5, 6]",0,0,0,3,0
mpg_championship_player_424032,Kouao,Koffi,mpg_championship_club_145,DF,13,4.777777777777778,5.28,Disponible,33,27,"[3, 4, None, None, 4.5]",2,0,0,10,0
mpg_championship_player_424044,Traoré,Hamed,mpg_championship_club_144,MF,12,5.384615384615385,4.85,Disponible,31,7,"[6.5, 4.5, None, 4.5, None]",2,0,0,1,0
mpg_championship_player_424920,Krasso,Jean-Philippe,mpg_championship_club_2338,FW,5,4.58,4.68,Disponible,33,12,"[None, None, None, None, None]",2,0,0,0,0
mpg_championship_player_424992,Özer,Berke,mpg_championship_club_429,GK,16,5.387096774193548,5.42,Disponible,33,31,"[6, 5, 6, 5, 6.5]",0,13,32,4,0
mpg_championship_player_426342,Mousa Tamari,,mpg_championship_club_150,FW,17,5.46875,5.47,Disponible,33,24,"[7, 7.5, 6, 7, 4.5]",6,0,0,4,0
mpg_championship_player_426634,Tessmann,Tanner,mpg_championship_club_143,MF,13,5.344827586206897,5.18,Disponible,33,22,"[4.5, 5, 5, None, None]",1,0,0,2,0
mpg_championship_player_42766,Gurtner,Régis,mpg_championship_club_142,GK,1,,,Disponible,33,0,"[None, None, None, None, None]",0,0,0,0,0
mpg_championship_player_428266,Köhn,Philipp,mpg_championship_club_146,GK,7,5.157894736842105,5.06,Disponible,33,17,"[None, None, None, None, None]",0,5,27,1,0
mpg_championship_player_428989,Cozza,Nicolas,mpg_championship_club_430,DF,9,4.793103448275862,4.99,Disponible,33,25,"[6, 5, 6, 6, 4]",0,0,0,2,0
mpg_championship_player_430510,Mama Baldé,,mpg_championship_club_862,FW,4,4.888888888888889,4.63,Disponible,33,8,"[4.5, None, 5, 5, 4]",2,0,0,0,0
mpg_championship_player_431245,Mostafa Mohamed,,mpg_championship_club_430,FW,5,4.645833333333333,4.52,Disponible,33,13,"[4.5, 7, 4.5, None, 4.5]",4,0,0,1,0
mpg_championship_player_431422,Koyalipou,Goduine,mpg_championship_club_2128,FW,7,4.708333333333333,4.6,Disponible,14,6,"[4.5, 4.5, 4.5, 5.5, 6.5]",2,0,0,0,0
mpg_championship_player_431426,Coudert,Grégoire,mpg_championship_club_862,GK,15,5.333333333333333,5.38,Disponible,33,23,"[4.5, 5.5, 4.5, 3, 6]",0,6,39,2,0
mpg_championship_player_432711,Egan-Riley,CJ,mpg_championship_club_144,DF,7,5.0,5.12,Disponible,33,8,"[None, None, None, None, None]",0,0,0,1,1
mpg_championship_player_433312,Munetsi,Marshall,mpg_championship_club_2338,MF,17,5.464285714285714,5.03,Disponible,16,10,"[6.5, None, 4, 5.5, None]",4,0,0,0,0
mpg_championship_player_433771,Ganago,Ignatius,mpg_championship_club_430,FW,7,4.961538461538462,4.92,Disponible,16,10,"[4.5, 5, 6, 7.5, 4.5]",3,0,0,1,0
mpg_championship_player_436658,Deminguet,Jessy,mpg_championship_club_145,MF,9,4.870967741935484,4.64,Disponible,33,25,"[4.5, 4, 5.5, 7, 3]",2,0,0,4,0
mpg_championship_player_437497,Bard,Melvin,mpg_championship_club_1395,DF,10,4.758620689655173,4.94,Disponible,33,26,"[5.5, 5, 5, 5, 4.5]",2,0,0,4,0
mpg_championship_player_437858,Vitinha,,mpg_championship_club_149,MF,31,6.125,6.66,Disponible,33,23,"[5.5, 5, None, None, None]",1,0,0,2,0
mpg_championship_player_438309,Dina Ebimbe,Junior,mpg_championship_club_862,MF,14,5.037037037037037,4.59,Disponible,30,15,"[4.5, 5, 6, 5, 4.5]",5,0,0,3,0
mpg_championship_player_439750,Domínguez,Álex,mpg_championship_club_427,GK,3,,,Disponible,33,0,"[None, None, None, None, None]",0,0,0,0,0
mpg_championship_player_440148,Morton,Tyler,mpg_championship_club_143,MF,15,5.5344827586206895,5.36,Disponible,33,29,"[5, 5.5, 4.5, 5.5, 5]",2,0,0,6,1
mpg_championship_player_440668,Kvaratskhelia,Khvicha,mpg_championship_club_149,FW,15,5.518518518518518,5.86,Disponible,33,17,"[6.5, 7, None, None, 5]",8,0,0,1,0
mpg_championship_player_441240,Faivre,Romain,mpg_championship_club_138,MF,8,5.45,4.93,Disponible,16,7,"[5, 5.5, 5, None, None]",0,0,0,0,0
mpg_championship_player_442264,Camara,Mahdi,mpg_championship_club_150,MF,18,5.32258064516129,5.01,Disponible,33,30,"[5.5, 6, 4.5, 4.5, 5.5]",3,0,0,4,1
mpg_championship_player_44346,Giroud,Olivier,mpg_championship_club_429,FW,16,4.724137931034483,4.75,Disponible,33,17,"[5.5, 4.5, 4.5, 4, None]",7,0,0,2,0
mpg_championship_player_444880,Biereth,Mika,mpg_championship_club_146,FW,12,4.645161290322581,4.54,Disponible,33,12,"[4.5, 4.5, 4.5, 4, 4.5]",2,0,0,0,0
mpg_championship_player_445970,Sinayoko,Lassine,mpg_championship_club_138,FW,16,5.419354838709677,5.57,Disponible,33,31,"[4, 6.5, 4.5, 8.5, 7]",10,0,0,7,0
mpg_championship_player_446090,Cásseres,Cristian,mpg_championship_club_427,MF,13,5.466666666666667,5.46,Disponible,33,28,"[4, 7, 5, 7.5, 5]",2,0,0,7,0
mpg_championship_player_446682,Balerdi,Leonardo,mpg_championship_club_144,DF,8,5.06,5.47,Disponible,33,20,"[6, 4, 7, 4, 5.5]",0,0,0,5,0
mpg_championship_player_447547,Brassier,Lilian,mpg_championship_club_150,DF,11,5.055555555555555,5.25,Disponible,33,25,"[5.5, 6, 6, 3.5, None]",0,0,0,2,0
mpg_championship_player_448010,Russell-Rowe,Jacen,mpg_championship_club_427,FW,8,4.576923076923077,4.4,Disponible,13,5,"[4.5, 4.5, 6, 5, 4]",1,0,0,0,0
mpg_championship_player_448093,Otávio,,mpg_championship_club_2338,DF,7,4.954545454545454,5.4,Disponible,33,20,"[None, 7, None, None, None]",1,0,0,6,1
mpg_championship_player_448102,Pacho,Willian,mpg_championship_club_149,DF,14,5.391304347826087,6.01,Disponible,33,21,"[None, 5, 5.5, 4.5, None]",0,0,0,0,0
mpg_championship_player_449784,Mambimbi,Felix,mpg_championship_club_141,FW,5,4.6875,4.37,Disponible,33,7,"[None, None, None, None, None]",1,0,0,1,0
mpg_championship_player_449980,Gonçalo Ramos,,mpg_championship_club_149,FW,15,4.827586206896552,4.93,Disponible,33,13,"[4.5, 3, 4, None, 4.5]",6,0,0,2,1
mpg_championship_player_449986,Tiago Gouveia,,mpg_championship_club_1395,MF,5,4.433333333333334,4.36,Disponible,30,5,"[None, 4, None, None, None]",0,0,0,3,0
mpg_championship_player_449991,Félix Correia,,mpg_championship_club_429,MF,14,5.5,5.11,Disponible,33,25,"[6.5, 4.5, 6, 5.5, 5.5]",4,0,0,2,0
mpg_championship_player_450063,Timber,Quinten,mpg_championship_club_144,MF,10,4.821428571428571,4.66,Disponible,15,14,"[4.5, None, 4.5, 5, 5.5]",0,0,0,5,0
mpg_championship_player_450527,Salisu,Mohammed,mpg_championship_club_146,DF,1,4.958333333333333,5.55,Disponible,33,12,"[None, None, None, None, None]",1,0,0,3,0
mpg_championship_player_451017,Tsitaishvili,Giorgi,mpg_championship_club_145,FW,13,5.106060606060606,4.65,Disponible,33,28,"[7, 5.5, 4, 5, 3.5]",3,0,0,3,0
mpg_championship_player_451358,Lee Kang-In,,mpg_championship_club_149,MF,15,5.480769230769231,5.74,Disponible,33,18,"[None, 5, 8, 6, 5]",3,0,0,3,0
mpg_championship_player_453106,Vanhoutte,Charles,mpg_championship_club_1395,MF,7,4.94,4.93,Disponible,30,20,"[5, None, 5, 5, None]",0,0,0,6,0
mpg_championship_player_460267,Diop,Sofiane,mpg_championship_club_1395,MF,15,5.359375,5.08,Disponible,33,25,"[4.5, 5.5, 5.5, 6, 6]",8,0,0,5,0
mpg_championship_player_462609,Abdelli,Himad,mpg_championship_club_144,MF,10,5.261904761904762,4.94,Disponible,33,12,"[5, 4.5, 5, None, None]",2,0,0,2,0
mpg_championship_player_463513,Sidi Ali,Sofiane,mpg_championship_club_144,FW,1,,,Disponible,33,0,"[None, None, None, None, None]",0,0,0,0,0
mpg_championship_player_464984,Oppegård,Fredrik,mpg_championship_club_138,DF,11,4.956521739130435,4.73,Disponible,33,15,"[6, 5, 5, None, None]",0,0,0,1,1
mpg_championship_player_465206,Nuno Mendes,,mpg_championship_club_149,DF,15,5.675,6.1,Disponible,33,13,"[None, None, 6, None, None]",4,0,0,1,0
mpg_championship_player_465572,Khadra,Reda,mpg_championship_club_141,MF,5,5.0625,4.47,Disponible,30,1,"[None, None, None, None, None]",0,0,0,0,0
mpg_championship_player_465607,Fati,Ansu,mpg_championship_club_146,FW,13,5.229166666666667,5.21,Disponible,33,9,"[4.5, 6, 5, 6, 4.5]",10,0,0,1,0
mpg_championship_player_465681,Fadiga,Bandiougou,mpg_championship_club_694,MF,1,,,Disponible,33,0,"[None, None, None, None, None]",0,0,0,0,0
mpg_championship_player_465702,Pembélé,Timothée,mpg_championship_club_141,DF,5,4.846153846153846,4.73,Disponible,16,2,"[4.5, 5, 5, 4.5, 4.5]",0,0,0,1,0
mpg_championship_player_465954,Sulc,Pavel,mpg_championship_club_143,MF,21,5.576923076923077,5.37,Disponible,33,16,"[None, None, 4.5, 5, 4.5]",11,0,0,2,0
mpg_championship_player_466117,Ahamada,Naouirou,mpg_championship_club_138,MF,10,5.392857142857143,4.75,Disponible,16,7,"[5.5, 5, 5, 5.5, 7]",0,0,0,0,0
mpg_championship_player_466404,Omobamidele,Andrew,mpg_championship_club_153,DF,10,5.25,5.53,Disponible,33,12,"[5, 5.5, 6, 5, None]",1,0,0,4,0
mpg_championship_player_468266,Saud Abdulhamid,,mpg_championship_club_142,DF,12,5.145833333333333,5.47,Disponible,33,13,"[None, 7, 6, 5, None]",2,0,0,3,1
mpg_championship_player_468658,Lepaul,Estéban,mpg_championship_club_150,FW,31,5.696969696969697,5.51,Disponible,33,32,"[5, 7.5, 6, 7, 6.5]",20,0,0,3,0
